crop,location,quantity,demand,market_price,recommended_price
Potato,Chennai,859,8,19.5,21.99
Spinach,Hyderabad,85,10,18.5,21.47
Cauliflower,Chennai,437,10,33.0,38.53
Peas,Chennai,135,6,47.5,54.06
Onion,Mumbai,383,7,37.0,42.98
Cauliflower,Pune,152,2,27.5,28.68
Beans,Chennai,391,2,33.5,34.34
Tomato,Mumbai,342,9,22.5,25.62
Peas,Chennai,347,3,38.5,42.71
Beans,Pune,235,6,50.5,55.98
Peas,Pune,211,8,44.5,54.03
Spinach,Bangalore,80,10,21.5,25.34
Cauliflower,Bangalore,208,10,30.0,35.38
Peas,Mumbai,482,9,59.0,73.66
Cauliflower,Patna,392,5,25.5,25.91
Spinach,Hyderabad,51,7,25.5,28.26
Cauliflower,Patna,183,7,26.0,27.64
Spinach,Chennai,118,7,20.0,21.29
Spinach,Chennai,77,5,23.0,24.62
Peas,Kolkata,116,5,32.0,36.11
Cauliflower,Kolkata,699,5,19.0,18.94
Tomato,Mumbai,145,8,26.0,29.62
Peas,Hyderabad,53,7,50.5,60.34
Cabbage,Kolkata,148,6,18.0,19.91
Carrot,Kolkata,174,5,38.0,41.31
Carrot,Hyderabad,357,6,41.0,44.21
Spinach,Bangalore,64,10,26.0,31.43
Carrot,Patna,250,2,23.0,21.85
Cauliflower,Mumbai,178,5,27.5,30.93
Onion,Delhi,1170,4,33.0,36.18
Cauliflower,Patna,917,5,21.5,21.6
Spinach,Delhi,104,4,16.0,17.42
Tomato,Patna,102,4,13.5,13.62
Tomato,Pune,163,5,27.5,29.87
Peas,Pune,149,7,49.0,55.65
Onion,Patna,791,3,18.0,18.38
Potato,Hyderabad,1592,2,16.0,16.11
Potato,Hyderabad,222,6,18.0,20.12
Potato,Delhi,534,6,24.0,27.84
Carrot,Chennai,102,3,42.0,44.83
Tomato,Hyderabad,119,6,16.5,17.64
Brinjal,Mumbai,160,9,35.0,42.25
Tomato,Mumbai,176,6,21.5,25.04
Carrot,Chennai,177,10,37.5,44.8
Tomato,Bangalore,398,5,36.5,39.41
Potato,Pune,397,6,21.0,23.56
Brinjal,Patna,153,2,21.5,20.43
Brinjal,Kolkata,192,8,37.5,41.3
Carrot,Kolkata,54,5,25.5,28.62
Potato,Chennai,678,7,17.5,19.13
Potato,Kolkata,1264,8,19.0,20.31
Potato,Patna,1201,7,19.0,20.3
Brinjal,Hyderabad,364,4,22.0,22.51
Brinjal,Patna,271,5,22.5,22.38
Spinach,Pune,90,7,25.5,28.04
Peas,Delhi,365,6,33.5,37.55
Carrot,Pune,506,3,40.0,41.24
Tomato,Mumbai,432,3,23.0,24.53
Cauliflower,Chennai,544,7,20.0,22.01
Carrot,Delhi,422,9,33.0,38.07
Brinjal,Bangalore,520,5,33.0,35.93
Cabbage,Kolkata,419,5,18.0,18.55
Spinach,Mumbai,275,4,17.5,19.17
Cabbage,Hyderabad,892,4,14.5,15.19
Carrot,Pune,410,3,30.0,31.03
Cauliflower,Bangalore,146,6,30.0,33.42
Onion,Kolkata,858,8,32.5,37.16
Cabbage,Hyderabad,226,3,14.0,14.56
Brinjal,Hyderabad,274,4,20.5,20.89
Tomato,Mumbai,471,10,36.5,43.76
Cabbage,Patna,942,7,19.5,20.22
Cabbage,Hyderabad,885,7,16.0,17.4
Carrot,Hyderabad,405,3,29.5,29.2
Carrot,Chennai,270,3,32.0,35.32
Brinjal,Chennai,91,5,33.5,36.59
Tomato,Kolkata,476,7,27.5,29.32
Peas,Patna,126,5,51.0,56.75
Potato,Chennai,270,3,19.5,19.75
Cauliflower,Delhi,249,4,26.0,27.73
Cauliflower,Chennai,594,8,23.5,26.03
Brinjal,Kolkata,116,5,24.0,26.01
Peas,Bangalore,478,9,52.5,63.15
Potato,Bangalore,1943,1,15.0,15.18
Onion,Patna,343,2,18.0,18.38
Brinjal,Bangalore,282,8,29.5,34.59
Brinjal,Pune,221,7,26.5,29.24
Carrot,Patna,177,5,29.5,30.93
Brinjal,Chennai,552,7,20.5,22.88
Cauliflower,Hyderabad,359,7,31.0,33.73
Onion,Bangalore,397,10,40.5,49.97
Peas,Chennai,276,2,58.0,61.0
Potato,Bangalore,559,4,20.5,21.83
Brinjal,Delhi,631,6,30.0,32.25
Cauliflower,Pune,486,5,25.0,27.01
Beans,Pune,94,7,42.5,51.32
Tomato,Kolkata,1887,5,23.0,22.93
Brinjal,Mumbai,400,4,23.5,24.74
Cauliflower,Delhi,194,2,21.0,21.57
Cabbage,Patna,243,3,12.5,12.37
Cauliflower,Patna,254,8,25.0,27.17
Peas,Mumbai,86,3,38.0,42.35
Tomato,Mumbai,264,10,39.0,47.15
Carrot,Kolkata,267,3,28.0,27.93
Tomato,Chennai,283,9,33.0,37.02
Potato,Bangalore,1642,7,23.5,26.44
Brinjal,Pune,152,5,21.0,23.13
Tomato,Kolkata,168,3,20.0,19.65
Beans,Bangalore,525,9,60.0,72.1
Brinjal,Mumbai,175,4,27.5,30.94
Onion,Bangalore,968,8,27.0,32.08
Cauliflower,Chennai,853,5,29.5,30.55
Peas,Patna,388,1,27.0,25.65
Spinach,Hyderabad,91,7,26.5,30.18
Brinjal,Patna,258,4,21.5,21.43
Tomato,Hyderabad,248,3,17.5,17.77
Peas,Hyderabad,56,1,36.0,38.96
Tomato,Pune,349,2,16.0,15.37
Potato,Patna,1206,6,16.0,16.9
Onion,Bangalore,726,4,20.5,22.3
Peas,Chennai,91,7,64.0,77.13
Onion,Kolkata,1069,3,21.5,21.15
Peas,Kolkata,125,7,55.5,63.56
Cabbage,Patna,693,6,16.0,16.71
Cauliflower,Patna,207,2,24.0,23.47
Tomato,Delhi,157,10,33.5,40.92
Cabbage,Mumbai,464,4,17.5,19.12
Spinach,Hyderabad,123,6,16.5,18.07
Tomato,Hyderabad,151,5,29.0,31.06
Tomato,Patna,287,7,21.5,23.42
Carrot,Kolkata,408,2,41.5,41.54
Cabbage,Bangalore,838,6,19.5,21.01
Potato,Hyderabad,475,6,18.5,20.31
Peas,Hyderabad,284,4,52.0,58.59
Cabbage,Patna,139,6,14.5,15.42
Peas,Kolkata,346,5,51.5,56.21
Peas,Kolkata,131,1,25.0,26.02
Onion,Kolkata,398,7,37.5,40.5
Peas,Pune,296,9,58.5,70.44
Brinjal,Pune,147,7,30.0,33.85
Beans,Mumbai,110,6,43.5,53.2
Spinach,Mumbai,198,8,20.0,22.67
Potato,Bangalore,66,9,25.0,31.12
Cauliflower,Bangalore,302,7,28.5,32.76
Tomato,Pune,319,2,28.5,27.4
Beans,Chennai,71,6,53.0,63.06
Potato,Patna,534,9,16.0,17.35
Cauliflower,Delhi,658,7,23.0,25.07
Tomato,Patna,331,2,25.0,23.75
Peas,Patna,103,6,50.0,56.44
Peas,Bangalore,172,5,56.0,63.53
Potato,Delhi,1225,5,22.0,23.86
Brinjal,Hyderabad,236,4,25.5,27.12
Peas,Chennai,676,7,29.5,32.57
Cabbage,Patna,294,3,16.5,16.41
Spinach,Kolkata,206,4,20.0,19.99
Carrot,Hyderabad,111,5,32.5,36.37
Beans,Delhi,177,6,52.5,61.82
Peas,Bangalore,99,10,40.5,52.88
Beans,Kolkata,118,6,39.0,44.16
Spinach,Pune,44,4,16.0,16.88
Carrot,Hyderabad,336,3,33.0,32.9
Beans,Kolkata,136,6,51.5,58.61
Cabbage,Patna,93,1,15.5,14.72
Beans,Kolkata,197,6,32.5,37.24
Potato,Mumbai,870,3,21.0,22.9
Cauliflower,Delhi,199,4,20.0,21.02
Peas,Patna,170,4,57.5,61.93
Cauliflower,Chennai,78,5,22.0,24.4
Onion,Mumbai,489,3,29.0,32.57
Cabbage,Hyderabad,296,7,13.5,15.14
Onion,Delhi,721,8,37.5,45.32
Peas,Kolkata,231,3,33.5,35.11
Potato,Mumbai,1082,10,24.5,29.48
Brinjal,Hyderabad,212,8,31.5,35.78
Peas,Hyderabad,291,4,32.5,35.49
Onion,Kolkata,288,6,41.5,45.48
Cabbage,Hyderabad,172,5,19.5,21.11
Brinjal,Chennai,82,5,33.5,38.3
Brinjal,Mumbai,559,10,31.5,37.14
Beans,Patna,125,5,46.0,50.65
Onion,Bangalore,328,10,31.0,38.83
Tomato,Mumbai,384,7,31.5,34.65
Spinach,Hyderabad,124,8,25.5,28.87
Carrot,Bangalore,91,7,46.5,56.57
Peas,Mumbai,292,7,36.5,42.68
Brinjal,Bangalore,119,1,25.0,25.46
Cauliflower,Bangalore,129,7,32.0,37.49
Brinjal,Mumbai,669,4,26.5,27.82
Brinjal,Delhi,147,4,24.0,26.31
Cauliflower,Chennai,118,4,21.0,22.22
Beans,Pune,60,5,29.5,33.38
Peas,Pune,348,10,60.5,70.7
Onion,Mumbai,394,1,25.0,26.38
Beans,Delhi,95,8,54.0,65.34
Spinach,Delhi,12,6,17.5,20.08
Onion,Hyderabad,797,6,24.0,26.13
Spinach,Patna,81,3,15.0,14.67
Brinjal,Patna,174,7,27.5,27.98
Cauliflower,Chennai,277,4,18.5,20.1
Peas,Pune,98,3,42.0,46.18
Carrot,Pune,131,10,42.0,50.56
Cauliflower,Kolkata,239,3,19.0,19.15
Peas,Chennai,78,3,37.5,41.38
Onion,Delhi,731,4,44.5,47.87
Carrot,Delhi,215,7,31.5,36.5
Carrot,Patna,160,6,42.0,44.35
Carrot,Kolkata,130,4,24.5,25.59
Beans,Mumbai,98,8,43.0,52.75
Onion,Hyderabad,818,8,38.0,42.63
Carrot,Patna,118,4,35.5,36.03
Beans,Mumbai,374,3,36.5,39.98
Brinjal,Hyderabad,282,10,32.5,38.2
Potato,Patna,336,3,13.5,13.99
Cauliflower,Patna,359,2,17.0,16.15
Peas,Pune,267,7,58.0,67.17
Cauliflower,Mumbai,251,6,28.5,32.54
Beans,Kolkata,195,5,30.5,33.77
Spinach,Kolkata,192,4,22.0,22.43
Cauliflower,Mumbai,617,7,21.5,24.28
Peas,Mumbai,189,5,64.0,74.84
Potato,Pune,285,8,21.0,23.97
Spinach,Chennai,151,9,24.0,27.16
Brinjal,Pune,121,4,23.0,23.85
Beans,Pune,118,9,53.0,64.8
Peas,Mumbai,96,3,49.0,55.66
Cauliflower,Mumbai,133,5,26.0,29.73
Spinach,Kolkata,95,6,19.0,20.31
Brinjal,Chennai,241,3,24.5,25.35
Tomato,Chennai,285,8,25.5,28.92
Cauliflower,Hyderabad,201,4,23.0,24.65
Peas,Chennai,37,6,46.0,55.41
Carrot,Bangalore,135,5,29.0,32.94
Onion,Bangalore,559,6,33.0,36.89
Tomato,Hyderabad,207,5,25.0,26.33
Cabbage,Kolkata,330,5,17.0,18.42
Beans,Hyderabad,98,6,40.5,46.01
Spinach,Chennai,125,4,19.0,19.07
Potato,Delhi,549,4,15.5,16.28
Onion,Bangalore,1050,7,33.0,38.14
Spinach,Chennai,141,6,21.5,24.31
Potato,Pune,788,3,19.0,20.04
Beans,Bangalore,180,10,46.0,58.08
Peas,Kolkata,210,5,49.5,54.04
Potato,Mumbai,734,5,25.0,29.43
Cabbage,Bangalore,249,4,18.0,19.92
Carrot,Hyderabad,86,1,29.0,29.49
Cabbage,Patna,241,2,13.5,13.14
Potato,Hyderabad,447,3,17.0,18.07
Potato,Kolkata,301,6,20.0,21.32
Carrot,Kolkata,1750,5,40.0,42.97
Cauliflower,Pune,194,8,27.0,30.11
Tomato,Delhi,547,5,32.5,35.1
Tomato,Chennai,472,10,33.5,37.5
Beans,Patna,118,4,31.0,33.75
Tomato,Kolkata,1178,5,28.0,28.07
Spinach,Mumbai,34,10,26.0,31.5
Cabbage,Delhi,201,7,18.0,20.67
Potato,Delhi,997,6,19.0,21.88
Carrot,Hyderabad,126,5,26.5,28.22
Beans,Mumbai,203,7,50.0,60.2
Cabbage,Mumbai,1015,9,22.0,26.55
Brinjal,Mumbai,115,10,35.5,44.04
Peas,Mumbai,116,10,67.0,83.87
Cauliflower,Chennai,362,7,22.5,25.61
Onion,Mumbai,197,3,24.0,27.21
Potato,Pune,206,7,21.0,24.34
Tomato,Delhi,336,3,19.5,20.51
Spinach,Kolkata,118,3,24.0,23.22
Potato,Delhi,901,1,19.5,20.31
Carrot,Hyderabad,339,2,28.5,29.22
Brinjal,Bangalore,592,4,35.0,38.19
Cauliflower,Mumbai,442,5,21.5,23.4
Potato,Delhi,1145,4,17.0,18.03
Cauliflower,Delhi,226,8,18.5,20.91
Cauliflower,Bangalore,327,5,35.0,36.45
Beans,Chennai,349,8,43.0,50.03
Cabbage,Hyderabad,312,6,19.5,21.06
Beans,Mumbai,249,8,52.5,64.76
Carrot,Delhi,58,8,42.5,51.79
Onion,Patna,2500,8,28.5,29.9
Cauliflower,Mumbai,585,8,22.5,25.86
Cauliflower,Bangalore,138,8,26.5,31.44
Cabbage,Kolkata,255,4,14.5,14.65
Cauliflower,Hyderabad,256,3,19.5,20.32
Peas,Kolkata,82,4,50.5,57.54
Spinach,Hyderabad,341,5,21.0,21.99
Potato,Hyderabad,472,7,21.5,24.52
Peas,Pune,123,10,53.0,64.69
Potato,Delhi,382,7,22.0,25.32
Potato,Bangalore,594,1,18.0,18.79
Onion,Patna,540,3,19.5,18.52
Brinjal,Chennai,421,9,32.5,38.71
Beans,Bangalore,105,7,38.5,46.61
Tomato,Mumbai,637,7,23.0,26.14
Onion,Mumbai,510,7,36.0,44.43
Spinach,Chennai,184,7,24.5,26.26
Cauliflower,Mumbai,231,3,23.5,25.87
Cauliflower,Pune,207,9,30.5,35.64
Cauliflower,Chennai,326,10,30.5,35.89
Potato,Pune,259,6,21.0,23.54
Beans,Kolkata,137,4,42.0,47.21
Onion,Delhi,1419,7,30.0,33.8
Beans,Patna,371,4,29.0,29.57
Cabbage,Pune,1461,4,15.0,15.49
Onion,Hyderabad,592,5,25.0,27.14
Carrot,Pune,321,1,28.5,28.22
Onion,Delhi,761,8,41.5,46.19
Cabbage,Delhi,202,9,23.0,26.98
Spinach,Delhi,83,8,23.5,27.01
Brinjal,Delhi,292,8,27.0,30.61
Tomato,Pune,184,4,15.0,15.62
Potato,Pune,1198,7,15.5,16.9
Peas,Patna,210,4,47.0,49.15
Peas,Hyderabad,101,3,53.0,56.98
Potato,Bangalore,2500,9,20.0,23.67
Tomato,Hyderabad,60,6,31.5,34.43
Beans,Mumbai,240,10,54.5,67.41
Potato,Bangalore,981,9,19.5,23.12
Beans,Chennai,267,1,34.0,35.18
Cauliflower,Hyderabad,157,3,17.5,18.55
Beans,Hyderabad,234,7,53.0,59.58
Brinjal,Hyderabad,342,7,24.0,27.15
Carrot,Patna,115,7,35.5,37.49
Tomato,Kolkata,324,8,26.5,29.05
Beans,Patna,174,5,39.0,42.61
Peas,Chennai,472,4,39.0,41.9
Brinjal,Kolkata,124,3,31.5,32.77
Brinjal,Mumbai,657,8,36.5,41.99
Brinjal,Patna,294,7,22.0,23.66
Onion,Pune,774,5,26.5,28.58
Peas,Hyderabad,237,8,63.5,74.25
Onion,Mumbai,341,7,35.0,41.37
Cauliflower,Kolkata,149,5,16.5,17.51
Brinjal,Mumbai,260,7,25.0,29.05
Onion,Pune,428,7,29.5,33.38
Tomato,Delhi,132,6,24.0,27.14
Carrot,Delhi,418,5,40.5,43.85
Brinjal,Kolkata,92,5,20.5,21.66
Potato,Hyderabad,566,5,16.5,17.77
Spinach,Bangalore,127,7,23.0,25.59
Onion,Mumbai,276,5,25.0,29.01
Brinjal,Kolkata,145,5,24.0,25.58
Cauliflower,Bangalore,209,6,30.5,34.04
Onion,Mumbai,252,4,30.0,34.42
Onion,Patna,711,5,17.5,17.65
Peas,Kolkata,187,10,57.0,69.32
Peas,Patna,252,3,30.0,31.09
Tomato,Kolkata,81,6,37.0,40.01
Beans,Mumbai,283,4,53.0,60.79
Potato,Bangalore,693,4,19.0,20.06
Cabbage,Chennai,674,8,17.5,19.37
Carrot,Bangalore,98,2,35.0,38.25
Potato,Kolkata,889,3,13.0,13.36
Tomato,Delhi,321,3,20.0,20.21
Cauliflower,Patna,245,2,27.0,25.65
Onion,Delhi,588,4,28.5,31.1
Peas,Kolkata,97,6,58.0,66.56
Cabbage,Bangalore,420,10,20.0,24.18
Peas,Patna,296,7,52.0,56.13
Potato,Hyderabad,170,8,21.0,24.48
Beans,Hyderabad,490,2,30.5,30.48
Brinjal,Patna,312,7,25.5,26.49
Peas,Pune,77,2,26.0,28.27
Tomato,Pune,192,7,33.0,36.14
Cauliflower,Kolkata,1363,7,33.5,34.71
Brinjal,Hyderabad,96,9,32.5,37.56
Beans,Pune,167,5,45.5,51.94
Spinach,Pune,259,9,23.0,25.18
Carrot,Chennai,205,6,36.0,40.25
Peas,Delhi,383,4,35.0,37.68
Spinach,Bangalore,62,8,25.0,30.38
Carrot,Patna,370,2,31.5,29.92
Brinjal,Mumbai,317,10,38.0,44.84
Spinach,Bangalore,120,6,21.0,23.12
Tomato,Kolkata,530,8,36.0,37.96
Carrot,Pune,215,4,27.5,28.35
Cabbage,Patna,456,9,15.5,17.22
Potato,Patna,617,5,15.0,15.14
Beans,Patna,310,3,31.0,31.89
Onion,Pune,243,1,21.0,21.04
Cauliflower,Kolkata,452,3,23.0,22.78
Spinach,Mumbai,137,5,27.0,28.87
Cabbage,Pune,246,6,18.5,20.69
Cabbage,Patna,879,2,12.5,11.88
Peas,Kolkata,77,1,40.0,43.02
Tomato,Kolkata,155,7,29.5,32.41
Carrot,Patna,168,6,35.5,38.34
Potato,Hyderabad,307,4,17.0,18.02
Potato,Hyderabad,876,6,18.0,19.73
Cauliflower,Bangalore,61,5,23.5,26.36
Tomato,Hyderabad,343,9,29.5,33.34
Beans,Kolkata,104,8,48.0,54.14
Onion,Chennai,740,1,21.5,22.34
Tomato,Hyderabad,191,6,17.0,18.23
Onion,Pune,754,4,20.0,20.22
Cauliflower,Kolkata,409,5,22.5,23.56
Potato,Mumbai,893,8,24.0,27.58
Onion,Delhi,449,10,39.5,48.73
Carrot,Hyderabad,108,9,46.5,54.94
Peas,Delhi,49,7,51.0,64.48
Tomato,Patna,380,4,18.0,17.1
Brinjal,Mumbai,138,5,41.0,45.19
Peas,Kolkata,270,7,30.0,34.24
Cabbage,Chennai,984,5,17.5,18.48
Cabbage,Delhi,304,8,22.5,26.37
Tomato,Delhi,985,2,25.0,24.79
Carrot,Bangalore,253,2,37.0,40.46
Onion,Hyderabad,1107,10,40.5,48.32
Potato,Delhi,1959,10,20.5,24.64
Onion,Chennai,405,4,24.5,26.09
Spinach,Mumbai,171,5,28.0,29.85
Spinach,Patna,25,5,23.0,24.46
Potato,Pune,1134,2,15.5,15.14
Potato,Chennai,638,7,20.0,22.09
Cabbage,Mumbai,513,6,16.5,18.2
Tomato,Mumbai,184,6,28.5,31.9
Cabbage,Pune,1647,5,17.0,17.74
Spinach,Pune,187,10,22.5,25.11
Cabbage,Kolkata,448,4,17.0,17.52
Spinach,Patna,25,5,14.5,15.56
Cabbage,Bangalore,147,2,15.5,16.25
Peas,Bangalore,253,6,63.0,73.81
Brinjal,Patna,331,7,19.5,20.92
Cauliflower,Pune,181,3,20.5,21.73
Beans,Kolkata,45,6,51.0,58.76
Cabbage,Kolkata,1870,9,24.0,26.62
Beans,Patna,225,5,27.5,29.29
Brinjal,Patna,182,3,20.5,20.06
Onion,Mumbai,774,8,34.0,39.79
Peas,Pune,81,5,51.5,59.08
Tomato,Chennai,468,4,26.0,27.09
Spinach,Pune,96,7,21.5,23.97
Tomato,Delhi,291,5,23.0,24.46
Carrot,Delhi,797,5,30.0,32.65
Cauliflower,Chennai,403,6,32.0,35.85
Cauliflower,Kolkata,449,5,18.0,18.62
Cabbage,Hyderabad,224,5,16.0,17.38
Onion,Mumbai,183,4,22.0,25.29
Onion,Mumbai,692,5,22.0,24.51
Carrot,Patna,302,4,27.5,27.98
Tomato,Delhi,206,7,21.5,24.65
Spinach,Mumbai,189,4,30.5,32.46
Cauliflower,Mumbai,281,5,27.0,30.92
Peas,Mumbai,126,6,53.5,63.7
Carrot,Mumbai,57,7,39.0,46.42
Cabbage,Delhi,389,4,16.5,17.34
Spinach,Kolkata,160,8,23.0,26.21
Cauliflower,Mumbai,405,5,23.0,24.38
Potato,Pune,488,2,16.0,16.57
Brinjal,Hyderabad,589,9,31.5,36.32
Cauliflower,Mumbai,160,4,32.0,35.69
Peas,Mumbai,202,2,39.5,43.7
Tomato,Bangalore,180,5,24.5,27.76
Tomato,Patna,88,1,28.0,27.17
Carrot,Delhi,57,5,40.5,45.11
Tomato,Patna,646,9,34.5,37.31
Cauliflower,Chennai,299,7,32.0,35.95
Spinach,Bangalore,47,3,17.5,19.15
Cauliflower,Hyderabad,277,5,29.0,31.52
Beans,Patna,287,8,35.0,37.78
Peas,Delhi,198,7,48.0,55.1
Cabbage,Patna,464,6,18.0,19.36
Peas,Pune,168,8,61.0,71.1
Brinjal,Patna,390,3,17.5,16.81
Beans,Pune,236,3,41.5,45.28
Cabbage,Chennai,893,5,13.0,13.7
Spinach,Chennai,41,4,19.5,20.59
Tomato,Kolkata,220,7,24.5,26.75
Carrot,Kolkata,55,7,30.0,34.47
Spinach,Chennai,75,8,24.0,27.54
Carrot,Pune,152,3,32.5,34.4
Carrot,Chennai,249,1,24.5,24.29
Potato,Delhi,1419,3,21.0,21.38
Carrot,Mumbai,538,6,38.5,42.59
Onion,Delhi,367,8,21.0,24.38
Beans,Delhi,123,7,51.0,59.21
Cabbage,Pune,970,1,16.0,15.83
Spinach,Mumbai,161,6,29.5,33.89
Onion,Delhi,261,4,21.0,23.06
Potato,Pune,1193,6,20.5,21.58
Onion,Patna,486,4,18.5,18.51
Peas,Chennai,250,4,56.5,61.57
Beans,Pune,31,8,40.5,48.79
Onion,Kolkata,398,8,21.5,24.1
Spinach,Delhi,84,5,19.0,20.82
Tomato,Kolkata,183,6,21.0,22.25
Beans,Mumbai,38,6,40.0,47.33
Brinjal,Pune,114,8,29.5,33.84
Cauliflower,Hyderabad,268,2,23.5,23.25
Cauliflower,Pune,361,4,21.5,22.46
Beans,Hyderabad,168,9,48.0,55.14
Peas,Patna,119,6,56.5,60.58
Peas,Pune,59,5,56.0,64.89
Carrot,Hyderabad,143,5,49.5,52.75
Peas,Pune,344,3,40.5,42.31
Brinjal,Pune,307,7,25.0,27.56
Brinjal,Chennai,402,3,23.5,24.65
Cabbage,Kolkata,227,3,13.5,13.91
Onion,Hyderabad,873,7,36.0,40.14
Spinach,Mumbai,134,8,21.0,24.34
Spinach,Mumbai,117,5,20.0,21.47
Cabbage,Patna,546,4,15.0,15.16
Peas,Bangalore,72,6,58.5,70.59
Brinjal,Delhi,124,9,32.5,39.01
Peas,Delhi,184,6,57.0,65.62
Spinach,Kolkata,132,2,16.0,15.37
Tomato,Bangalore,462,6,26.0,28.75
Carrot,Hyderabad,222,7,36.0,41.41
Cauliflower,Delhi,376,3,34.5,34.28
Peas,Bangalore,217,5,68.0,75.66
Cauliflower,Patna,241,3,15.5,15.02
Peas,Bangalore,199,6,40.0,44.85
Peas,Hyderabad,111,5,43.5,49.68
Cabbage,Pune,649,3,14.0,14.25
Cauliflower,Bangalore,570,10,33.5,40.05
Cauliflower,Chennai,388,7,31.5,34.53
Carrot,Mumbai,221,6,40.0,43.84
Carrot,Delhi,250,5,29.5,32.23
Potato,Chennai,1359,6,21.5,23.45
Tomato,Delhi,149,7,26.5,29.53
Spinach,Mumbai,73,8,24.5,28.73
Beans,Chennai,169,2,30.5,32.61
Brinjal,Delhi,207,6,32.0,36.69
Spinach,Delhi,38,10,29.0,35.24
Spinach,Patna,74,1,15.5,15.23
Cabbage,Pune,352,6,16.5,17.69
Cauliflower,Patna,88,3,17.5,17.29
Onion,Hyderabad,873,8,37.5,40.91
Spinach,Patna,221,4,21.0,20.18
Onion,Kolkata,269,7,31.0,34.52
Potato,Mumbai,399,10,21.5,26.26
Carrot,Pune,302,8,40.0,45.99
Onion,Bangalore,441,4,21.5,23.47
Potato,Pune,491,6,20.0,21.9
Cabbage,Chennai,397,9,19.5,22.57
Onion,Mumbai,342,9,40.5,49.04
Beans,Chennai,118,5,33.0,38.36
Onion,Hyderabad,159,6,22.0,25.34
Beans,Bangalore,151,5,37.5,42.32
Onion,Hyderabad,458,5,33.5,36.04
Brinjal,Patna,439,4,25.0,24.27
Potato,Kolkata,1080,4,16.0,16.49
Beans,Kolkata,121,4,40.5,44.26
Cauliflower,Hyderabad,193,4,25.5,27.15
Potato,Mumbai,393,8,21.0,25.05
Spinach,Patna,77,2,13.5,13.47
Peas,Delhi,130,8,63.5,74.2
Onion,Pune,440,3,27.0,28.16
Tomato,Bangalore,926,10,35.5,40.66
Spinach,Pune,113,7,23.5,26.29
Onion,Bangalore,785,6,29.0,33.88
Tomato,Chennai,531,3,21.0,20.74
Carrot,Patna,94,6,32.0,34.34
Cabbage,Patna,1377,5,16.5,15.77
Spinach,Pune,125,4,17.0,17.6
Cauliflower,Mumbai,360,7,21.5,24.52
Potato,Hyderabad,354,6,16.0,17.98
Tomato,Patna,348,5,17.5,17.25
Potato,Pune,459,3,18.0,18.53
Cabbage,Hyderabad,224,6,21.0,22.82
Cauliflower,Delhi,70,5,30.0,33.8
Spinach,Kolkata,46,7,19.5,22.25
Cauliflower,Chennai,422,4,24.5,25.28
Brinjal,Bangalore,202,6,24.5,26.72
Cabbage,Delhi,1720,6,23.5,25.54
Onion,Mumbai,506,7,34.0,40.48
Spinach,Delhi,285,9,27.5,31.65
Spinach,Mumbai,64,8,28.0,34.09
Cabbage,Bangalore,186,4,23.0,25.29
Brinjal,Bangalore,511,2,22.5,23.84
Tomato,Hyderabad,222,5,27.5,29.56
Brinjal,Chennai,143,5,23.5,24.97
Cabbage,Chennai,439,5,19.5,19.79
Brinjal,Pune,576,5,28.0,29.46
Peas,Pune,85,1,33.5,35.77
Cauliflower,Hyderabad,330,6,26.0,28.33
Beans,Bangalore,169,1,34.0,37.47
Cabbage,Hyderabad,432,5,16.5,17.58
Tomato,Hyderabad,218,6,21.5,24.38
Cauliflower,Mumbai,609,6,29.0,32.41
Spinach,Mumbai,170,3,17.5,18.13
Carrot,Delhi,399,5,35.5,38.96
Spinach,Pune,67,6,26.0,28.41
Onion,Kolkata,553,5,34.0,36.3
Potato,Mumbai,1970,7,26.5,30.78
Spinach,Bangalore,162,9,15.0,17.18
Brinjal,Patna,97,8,24.0,26.5
Peas,Hyderabad,49,8,59.0,71.1
Beans,Patna,300,6,52.0,54.4
Beans,Pune,152,1,31.0,32.87
Tomato,Bangalore,103,6,17.0,19.29
Cauliflower,Pune,249,5,26.0,28.69
Onion,Kolkata,770,7,18.0,19.62
Potato,Delhi,805,7,18.0,20.76
Cabbage,Mumbai,68,9,23.5,28.97
Cauliflower,Bangalore,243,6,25.5,28.74
Carrot,Mumbai,121,3,38.5,43.9
Potato,Mumbai,551,4,19.5,21.98
Onion,Pune,411,4,24.0,25.43
Onion,Pune,581,2,20.0,20.41
Cabbage,Kolkata,601,6,20.0,21.85
Onion,Delhi,452,7,27.0,31.23
Tomato,Mumbai,313,5,23.5,25.53
Tomato,Hyderabad,701,6,26.5,28.74
Cabbage,Chennai,579,8,22.5,25.5
Peas,Mumbai,286,8,39.5,47.54
Brinjal,Pune,164,6,26.5,29.3
Potato,Patna,515,5,15.0,15.64
Peas,Kolkata,131,4,35.0,37.77
Potato,Chennai,862,7,19.5,21.77
Tomato,Bangalore,572,7,35.5,40.43
Cabbage,Pune,1507,1,17.0,16.58
Cauliflower,Chennai,372,7,37.0,41.56
Onion,Hyderabad,666,10,40.5,45.92
Cabbage,Patna,251,7,19.5,21.1
Spinach,Patna,57,4,13.5,13.59
Brinjal,Bangalore,83,2,25.5,26.64
Carrot,Kolkata,199,6,43.0,47.31
Cabbage,Patna,296,5,16.0,16.99
Carrot,Pune,79,1,29.0,30.44
Beans,Kolkata,92,4,30.0,32.78
Cabbage,Chennai,924,6,21.0,23.35
